Nitawade-meter,Nitawade-cusecs,Balinge-meter,Balinge-cusecs,Shingnapur-meter,Shingnapur-cusecs,RB-Meter,RB-visarg-cusecs,Ichalkaranji-meter,Ichalkaranji-cusecs
539.8891793,8759,538.4,9546,537.6,9547,535.75,9554,539,8240
539.7709297,8813,537.95,9466,537.8,9538,535.75,9554,538,8326
541.0006873,8949,539.01,9466,537.8,9484,535.75,9554,536.8333333,8229
539.3682026,8711,538.1,9335,537.2,9388,535.72,9418,539.25,8405
539.2596622,8506,537.64,9379,537.8,9395,535.72,9418,539,8361
540.2349298,8647,538.25,9270,537.8,9361,535.72,9418,538.75,8378
539.9796914,8467,538.25,9330,537.5,9355,534.83,9371,538,7959
539.0115208,8407,537.64,9208,537.9,9277,535.7,9283,539,8123
540.9212727,8515,539.47,9155,537.8,9206,535.7,9282,537.1666667,7855
540.6904159,8366,539.01,9041,537.8,9078,535.67,9154,537,7775
539.5627176,8140,537.79,9020,537.7,9102,535.67,9147,537,7712
540.2602433,8360,538.86,9097,537.7,9139,535.67,9147,537,7991
539.3882891,8182,537.64,9085,538,9099,535.67,9147,536,7668
539.8047366,8357,537.95,9047,537.8,9128,535.37,9147,538.5,7682
539.5191871,8416,538.25,9107,537.8,9146,535.67,9147,536,7730
538.9804908,8211,537.76,9116,537.2,9143,535.67,9146,536,8047
541.1635869,8324,539.16,9113,537.8,9136,535.67,9146,539,7664
539.8749198,8306,537.95,8874,537.4,8965,535.62,9021,536,7545
539.6335558,8096,538.25,8892,535.5,8979,535.62,9021,538.5,7760
540.2478071,8107,538.56,8943,538,9010,535.62,9021,534.5,7663
541.0551767,8008,539.32,8860,537.7,8879,535.59,8958,535,7575
540.1188965,7912,538.71,8826,537.8,8893,535.59,8958,539,7921
540.7859196,8177,539.16,8897,537.7,8926,535.59,8958,538,7762
538.9316658,7906,537.64,8765,537.5,8795,535.34,8874,537.5,7397
540.1468154,7876,538.56,8671,537.4,8767,535.54,8832,537.5,7346
540.0884285,8033,538.25,8812,537.7,8829,535.54,8832,535,7470
540.758307,8125,538.86,8709,536.08,8740,535.52,8770,538.3333333,7419
541.3168293,8107,539.32,8675,537.8,8730,535.52,8770,538,7554
540.3059367,7868,538.56,8667,537.7,8672,535.52,8770,538,7284
539.8672341,7731,538.25,8637,537.8,8689,535.52,8770,538,7718
539.1967144,7989,537.82,8695,537.8,8740,535.52,8770,537.9166667,7615
539.5453017,8076,537.64,8664,537.7,8746,535.52,8769,537.9166667,7399
539.8055459,7661,538.25,8624,537.9,8691,535.52,8769,535.5,7645
538.7143509,7808,537.18,8587,536.01,8673,535.49,8707,537,7459
539.2295314,7733,537.49,8590,537.5,8633,535.49,8707,536.5,7335
538.9884699,7977,537.64,8561,536.6,8658,535.49,8706,536.5,7643
539.2168347,7946,537.64,8611,537.04,8623,535.47,8644,536,7530
539.6383963,7905,538.4,8565,537.7,8628,535.47,8644,535,7271
539.1509032,7806,537.34,8516,536.06,8538,535.44,8581,536.75,7274
539.2411909,7970,537.79,8520,537.5,8550,535.44,8581,538,7282
539.6226554,7415,537.79,8359,536.7,8459,535.42,8518,537,7061
529.9174264,7853,528.5,8453,537.5,8514,535.42,8518,536,7444
539.9612128,7793,538.56,8429,537.8,8439,535.42,8518,536.75,7121
539.4243123,7766,538.1,8422,537.7,8431,535.42,8518,535,7260
539.9764358,7580,538.56,8381,537.9,8470,535.42,8518,535,7509
539.4089575,7295,537.49,8275,536.09,8370,535.72,8418,535,7074
539.1997266,7630,537.34,8344,536.01,8345,535.72,8418,538.75,7026
539.4014987,7384,537.95,8284,536.3,8335,533.37,8393,539,7382
540.536213,7350,538.56,8314,537.8,8335,535.37,8393,538,7113
539.993836,7338,538.25,8213,537,8311,535.37,8393,534,6901
539.8208516,7753,538.4,8336,537.8,8337,535.37,8393,537,7068
539.2563945,7612,537.64,8306,537,8346,535.37,8393,536,6986
539.5178293,7474,538.25,8246,537.1,8345,535.37,8393,536,7182
538.9577129,7398,537.34,8252,537,8296,535.37,8392,535,6953
539.1114935,7507,537.64,8251,536.6,8292,535.37,8392,537.5,7213
539.8287063,7490,538.56,8194,536.9,8235,535.34,8274,537,7234
538.6629071,7169,537.18,7981,536.01,8075,535.32,8156,536,7147
539.2535812,7205,537.64,8047,537.2,8090,535.32,8156,535,6967
539.9562892,7076,538.25,7887,537.5,7983,535.29,8038,538.5,6543
539.3826346,7028,537.95,7883,537.4,7941,535.29,8038,538,6900
539.8121902,7197,538.25,8012,537.6,8026,535.29,8038,535,6943
539.2615176,7450,537.64,8001,537.4,8017,535.29,8038,535,6723
539.6751778,6979,537.95,7819,537.2,7858,535.26,7920,535.25,6509
539.3199267,6669,537.49,7575,537,7621,535.21,7684,536,6549
538.8441514,7062,537.34,7567,537.3,7655,535.21,7684,538,6260
540.1227255,6685,538.4,7616,537.03,7683,535.21,7684,538,6537
539.4244466,7018,537.95,7597,537.2,7638,535.21,7684,537.5,6328
539.8812003,7056,538.25,7568,536.9,7630,535.21,7684,537.5,6336
540.2648447,6664,538.25,7573,537.5,7584,535.21,7683,536.75,6667
539.7866464,6984,537.95,7604,537.4,7628,535.21,7683,536.5,6589
538.956638,6934,537.64,7441,537.5,7471,535.19,7566,536,6369
538.8587674,6509,537.34,7452,536.05,7495,535.19,7565,535,6132
539.9069315,6548,537.95,7341,537.5,7374,535.16,7447,536.5,6294
538.5238611,6516,537.12,7174,536,7264,535.14,7329,535,5859
539.7622672,6322,537.95,7215,537.6,7274,535.14,7329,535.5,6180
540.0207527,6493,538.25,7002,537.6,7089,535.09,7093,538,5855
538.9855304,5943,537.12,6887,536.02,6964,535.06,6975,538,5819
530.415412,6205,528.65,6889,537.5,6923,535.06,6975,537,5964
539.4197269,6229,537.64,6933,537.7,6948,535.06,6975,536,5933
539.5398293,6038,538.25,6867,537.5,6952,535.06,6975,535.5,5698
539.2205971,5952,537.64,6816,538.2,6896,535.06,6975,535,5951
539.8823803,6389,538.1,6953,537,6960,535.06,6975,535,5874
539.4822136,6242,538.1,6886,537,6889,534.83,6971,536.5,5816
539.6489932,5847,537.64,6808,537.7,6859,535.04,6906,536,5756
540.0802862,6269,538.1,6801,537,6820,535.04,6906,535,5638
539.02323,6041,537.03,6725,537,6797,535.01,6837,535.5,5382
539.4740182,5942,537.64,6716,537,6750,535.01,6837,535,5799
539.6647385,5873,538.1,6613,537.3,6617,534.96,6699,535,5459
538.7444015,5699,537.49,6500,537.4,6586,534.93,6630,534,5234
539.4455417,5867,537.64,6561,537,6564,534.93,6630,537,5289
530.4141198,5840,528.65,6384,537.4,6472,534.91,6562,537,5359
539.7817886,5695,537.79,6536,537.2,6541,534.91,6562,535.25,5292
539.1029145,5559,537.79,6419,537,6467,534.91,6562,534,5085
539.0576101,5640,537.73,6459,535.5,6475,534.91,6562,537.5,5275
540.5520224,5493,538.56,6490,537.6,6510,534.91,6562,537,5340
541.3370453,5479,539.47,6395,537.5,6479,534.91,6561,535,5268
539.254955,5683,537.95,6476,537,6539,534.91,6561,534.75,5345
530.5312288,5753,528.59,6457,537.4,6485,534.88,6498,535,5444
539.2900898,5496,537.64,6421,537.5,6452,534.88,6498,534.5,5182
539.5218835,5629,537.64,6384,536.8,6414,534.86,6434,534.5,5092
539.7151032,5431,537.95,6256,537.5,6334,534.86,6434,534,5292
538.6296871,5677,537.34,6288,537.03,6293,534.81,6307,534.5,4850
538.8229917,5727,537.49,6264,537.2,6300,534.81,6307,535.5,5013
539.2105994,5381,537.64,6172,537.5,6243,534.81,6307,535.5,4844
539.7623944,5374,537.95,6146,536.9,6246,534.81,6307,535.3333333,4978
539.3133227,5495,537.49,6157,537,6243,534.81,6307,534,5269
539.7142918,5279,537.79,6234,536.9,6242,534.81,6307,535.75,5281
540.2684886,5457,538.25,6135,537.4,6234,534.78,6244,535.25,5126
539.2516082,5372,537.34,6150,537.8,6187,534.78,6244,535,5135
538.733945,5371,537.49,6082,536.09,6117,534.76,6180,534,4808
529.9223021,5106,528.5,6033,536.08,6110,534.76,6180,536,4805
539.5307107,5182,537.95,6158,537.3,6176,534.76,6180,533.5,5020
540.0158807,5276,538.25,6060,537.4,6137,534.76,6180,538.5,4734
540.2374963,5269,538.25,5992,537.2,6081,534.76,6180,538,5030
539.2879426,5091,537.95,6071,537.2,6094,534.76,6180,536,4997
539.4391299,5138,537.64,6090,537.5,6154,534.76,6180,534.5,5049
538.8209866,5262,537.34,6108,536.9,6113,534.76,6180,535,4792
539.6107833,5301,537.64,5993,536.8,6034,534.73,6127,537,4994
539.5527444,5353,537.79,6060,537.2,6091,534.73,6124,537,5023
539.2492786,5249,537.95,6013,536.06,6041,534.71,6074,537,4760
538.8933231,5002,537.64,5925,536.06,6008,534.71,6074,536.5,4901
539.1247216,5429,537.49,5994,536.06,6064,534.71,6074,536.25,4967
539.5118903,5179,537.64,5896,537.2,5986,534.71,6074,536,4770
539.6271478,5276,537.64,6055,537,6066,534.71,6074,536,4810
539.0326265,5050,537.58,6020,537,6054,534.71,6074,536,4928
538.7489696,5116,537.34,5876,537,5957,534.55,6043,535.5,4652
539.4334564,4986,537.64,5885,537,5971,534.5,6033,536,4746
540.0174431,4997,538.1,5922,537,6004,534.68,6021,535,5013
539.396479,5210,537.64,5921,537.4,5928,534.68,6021,535.25,4780
539.0011092,5090,537.64,5872,536.8,5941,534.68,6021,537,4943
539.6151045,4927,537.82,5921,537,5954,534.45,5983,537,4919
538.816638,5045,537.49,5905,537,5932,534.65,5968,534.75,4481
538.9146439,5320,537.34,5847,537,5870,534.65,5968,536.5,4679
539.189378,4973,537.79,5881,536.9,5910,534.65,5968,536,4705
539.5270888,4894,538.25,5891,537.7,5963,534.65,5968,536,4887
539.7190778,5238,537.95,5856,537.8,5879,535.59,5958,535,4910
538.8383925,4957,537.34,5836,537,5869,534.63,5915,535.25,4552
538.8729528,4961,537.49,5847,537.2,5877,534.63,5915,534.5,4818
539.3305785,5161,537.64,5800,537.1,5844,534.63,5915,535,4540
539.2287127,4936,537.95,5713,537.5,5808,535.06,5905,534.25,4842
539.1454889,5125,537.49,5767,537.2,5829,534.65,5868,534.25,4635
539.3556296,4994,537.49,5721,536.05,5782,534.6,5862,536.1666667,4784
539.8962758,4907,538.19,5715,536.7,5803,534.6,5862,536,4515
539.3505449,5077,538.1,5784,537.7,5846,534.6,5862,536,4793
539.100492,4822,537.58,5780,535.4,5852,534.6,5862,535.5,4475
539.4363665,5001,537.49,5667,537,5764,534.6,5862,534.75,4657
539.1290131,4689,537.64,5682,537.1,5757,534.58,5805,534.75,4510
539.4429854,5021,537.64,5693,537.3,5741,534.55,5748,534.5,4717
538.4687987,4753,536.76,5633,535.06,5706,534.55,5747,534.5,4639
539.4077468,4812,537.64,5649,538,5735,534.55,5747,534.25,4288
538.7612213,4805,537.34,5684,536.6,5696,534.55,5740,535,4486
538.5647996,4656,537.12,5566,536.05,5635,534.53,5690,534.25,4431
538.302827,4505,537.05,5349,536.05,5444,534.45,5518,534.25,4049
539.0587938,4465,537.34,5402,536.08,5465,534.45,5518,534,4166
539.4974764,4587,537.79,5420,537,5458,534.45,5518,536.5,4285
540.5558681,4464,538.86,5410,537.5,5490,534.45,5518,537,4440
539.3168001,4344,537.64,5323,537.2,5423,534.45,5518,535,4290
539.3638132,4824,537.79,5410,537.5,5498,534.45,5518,535,4373
538.9190663,4614,537.64,5223,537.2,5316,534.4,5337,535,3852
538.6161587,4244,537.34,5201,536.8,5266,534.4,5327,534.8333333,3958
539.4202489,4616,537.49,5221,536.8,5232,534.4,5327,534.6666667,3992
538.6032933,4443,537.34,5227,536.9,5277,534.4,5327,534.5,3979
538.603224,4471,537.34,5170,537,5270,534.4,5326,534.75,4149
539.4554255,4243,537.95,5167,536.8,5185,534.38,5231,534.25,3992
539.2798143,4321,537.64,5140,537.6,5214,534.38,5231,533.75,4204
539.3195817,4212,537.85,5066,537.2,5135,534.38,5231,536,4074
539.515925,4526,537.64,5089,537.4,5118,534.35,5136,536,3797
538.9506264,4007,537.34,5007,536.7,5059,534.35,5136,536,3891
538.6479328,4311,537.09,5068,536.05,5094,534.35,5135,534.75,4134
538.9860829,4223,537.03,5060,536.7,5084,534.35,5135,533.5,3806
538.8054287,4238,537.34,5025,536.9,5069,534.35,5135,537.0833333,4005
539.7019613,4414,537.95,5007,537.5,5079,534.35,5135,537,3688
539.4235883,4288,537.49,5007,537,5043,534.35,5135,537,3857
538.3441261,3925,537.03,4870,536.6,4957,534.32,5040,537,3732
538.455173,4340,537.03,4990,536.7,5039,534.32,5040,533.25,3566
539.243263,4225,537.34,5025,536.6,5034,534.32,5040,536.5,3683
539.7883686,4271,537.95,4961,537,4994,534.32,5040,533.5,3959
539.139647,4160,537.64,5017,537.1,5031,534.32,5040,533.5,3945
538.4135735,4091,536.75,4821,536.04,4850,534.3,4944,537,3858
538.8269853,3873,537.03,4779,536.6,4875,534.3,4944,534.5,3826
538.7507599,4309,537.09,4870,536.05,4916,534.3,4944,533.5,3640
539.0303193,4260,537.49,4913,536.7,4921,534.3,4944,533.25,3858
539.4457009,3897,537.98,4832,537.1,4874,534.3,4944,535,3915
539.2685207,4263,537.34,4870,537,4899,534.3,4944,535,3846
539.2150981,3834,537.64,4832,537.3,4880,534.3,4944,535,3886
539.2931214,4220,537.34,4917,536.7,4925,534.3,4944,534,3665
5415.346403,4158,5413.9,4802,536.9,4844,534.27,4856,534,3457
539.3322696,4231,537.34,4845,536.9,4846,534.27,4856,534,3636
538.5615009,4106,537.34,4763,537.1,4820,534.27,4856,533,3571
539.0397584,3851,537.34,4794,537,4838,634.27,4856,533,3467
538.7431402,4093,537.49,4743,537,4834,534.27,4856,533,3713
538.8339572,3883,537.34,4735,536.8,4804,534.27,4856,534,3457
539.2806944,4038,537.34,4766,536.7,4853,534.27,4856,536.5,3445
539.6473397,4012,537.64,4645,537.2,4741,534.25,4768,535,3616
538.7550393,4098,537.49,4660,537.8,4694,534.65,4768,534.5,3607
538.6683902,3754,537.34,4612,536.7,4699,534.25,4768,534,3697
539.0587251,3704,537.34,4620,536.7,4720,534.25,4768,535,3445
539.5038939,3686,537.64,4668,537,4754,534.25,4768,534,3377
538.871228,3967,537.64,4532,536.8,4582,534.22,4679,536,3194
538.4154784,3898,536.57,4575,536.7,4625,534.65,4668,535,3340
538.6063167,3759,536.67,4525,535.05,4551,534.2,4591,535,3534
538.2221363,3949,536.94,4502,536.05,4503,534.2,4591,535,3254
538.9246425,3648,537.34,4475,536.6,4502,534.55,4547,534,3460
539.4186157,3450,537.7,4403,537.1,4429,534.17,4503,533.8333333,3303
539.1664076,3817,537.58,4465,536.7,4469,534.17,4503,533.5,3399
538.3079202,3425,537.03,4325,536.7,4384,534.15,4415,534.5,3026
538.1210178,3588,536.67,4271,535.05,4324,534.15,4414,534,2974
538.4133559,3650,536.57,4286,535.06,4340,534.15,4414,536,3283
538.0897813,3702,536.73,4368,536.04,4384,534.15,4414,535.4166667,3056
538.9725902,3516,537.34,4309,536.6,4355,534.15,4414,534.5,3384
538.7553806,3761,537.49,4281,537.3,4337,534.15,4414,534.5,3383
538.6181556,3682,537.34,4310,537,4341,534.15,4414,536,2943
539.2625048,3425,537.64,4296,536.7,4343,534.15,4414,535,3396
539.1925885,3400,537.64,4279,536.6,4350,534.15,4414,536.75,3230
539.2868813,3435,537.64,4335,537,4378,534.15,4414,534.5,2948
538.6670987,3337,537.34,4336,537,4346,534.15,4414,534,2959
539.4432259,3346,537.64,4298,536.8,4325,534.15,4414,535.5,2957
538.7896312,3530,537.49,4223,536.8,4242,534.12,4329,536,3217
538.5888863,3700,537.18,4269,536.7,4293,534.12,4329,535,2961
538.7693145,3531,537.34,4250,536.7,4275,534.12,4329,532.5,3285
538.850407,3429,536.97,4158,536.07,4210,534.1,4244,536,3229
538.6901551,3382,537.34,4071,536.6,4155,534.1,4244,535.8333333,2981
539.3582833,3212,537.34,4205,536.6,4223,534.1,4244,534,3124
539.0346122,3323,537.34,4147,536.7,4231,534.1,4244,534,3004
538.9198687,3510,537.34,4154,536.8,4162,534.1,4244,535.5,3137
539.339618,3670,537.43,4207,536.7,4214,534.45,4218,534,3141
538.8570543,3375,537.34,4027,537.2,4062,534.04,4158,534,2684
538.8738799,3306,537.64,4143,536.6,4156,534.07,4158,534,2863
537.959374,3308,536.33,3923,535.05,3997,534.04,4073,533.75,3067
538.7490467,3132,536.73,3924,536.03,4005,534.04,4073,534.25,2658
538.2593731,3481,536.91,4011,536.04,4038,534.04,4073,534.25,2659
538.2929338,3093,536.88,4040,536.5,4054,534.04,4073,534,2918
538.6381152,3127,537.09,3865,536.5,3928,535.11,4000,534,2576
539.037272,2842,537.04,3839,536.6,3907,534.02,3988,535.5,2744
538.9974887,2801,537.34,3773,537,3846,533.99,3920,534.5,2657
537.9555845,2890,536.27,3842,535.05,3859,533.99,3902,534,2420
538.3010168,3005,536.73,3829,536.03,3885,533.99,3902,533,2794
537.8460878,2871,536.6,3867,536.02,3899,533.99,3902,536,2457
539.1575877,3008,537.18,3768,536.5,3832,533.99,3902,534,2619
539.291338,2876,537.34,3798,536.8,3870,533.99,3902,533.75,2741
539.5339682,3242,537.95,3770,536.9,3813,533.99,3902,533.5,2683
538.6830149,2762,537.34,3732,537,3816,533.99,3902,533.5,2583
538.850944,2877,537.34,3832,536.7,3861,533.99,3902,533.25,2513
540.749821,2869,539.01,3672,536.6,3739,533.97,3811,534.5,2502
537.7763767,3124,536.48,3635,535.05,3665,533.94,3720,534,2299
538.7455343,3082,536.73,3659,536.03,3685,533.94,3720,533,2327
538.2155893,2983,536.57,3625,536.03,3687,533.94,3720,532.75,2625
537.6466024,3160,536.12,3673,535,3715,533.94,3720,536.75,2321
539.3391365,2756,537.34,3643,536.8,3694,533.94,3720,533.5,2707
539.3608211,2593,537.64,3588,537.2,3648,533.94,3720,535.5,2552
539.034649,3062,537.4,3642,537.1,3674,533.94,3720,534,2317
539.0159311,3063,537.34,3634,536.6,3645,533.94,3720,533.8333333,2292
538.4212811,2818,537.03,3635,536.6,3662,533.94,3720,532.5,2468
538.5067171,2676,537.12,3562,536.6,3574,534.3,3640,533.5,2543
538.3757492,2832,536.36,3525,535.05,3592,533.92,3629,534,2500
539.0004069,2989,537.34,3514,536.7,3602,533.92,3629,533.25,2398
539.095815,2564,537.12,3523,536.6,3587,533.92,3629,533.5833333,2360
538.7423411,3061,537.12,3584,536.6,3609,533.92,3628,536,2162
539.3324522,2783,537.43,3496,536.6,3563,535.01,3595,533.5,2164
539.1034285,2552,537.34,3476,536.6,3523,534.27,3556,533,2522
538.3769985,2812,537.09,3421,536.5,3509,534.27,3544,533.75,2060
538.5774096,2905,537.34,3474,536.7,3534,533.89,3538,535.5,2537
538.5263663,2680,536.73,3460,536.5,3525,533.89,3537,534.5,2065
539.3495003,2828,537.34,3330,536.8,3380,533.87,3446,534,2405
539.197011,2470,537.34,3341,536.7,3428,533.87,3446,534,2067
538.6950222,2601,537.24,3342,536.6,3406,533.87,3446,533.5,2170
539.4978874,2475,537.49,3413,536.8,3419,534.96,3435,532.5,2182
538.9388375,2589,537.49,3266,536.8,3336,534.96,3425,536.75,2084
538.9812223,2547,537.34,3286,536.7,3378,534.96,3425,536,1973
538.7028528,2628,537.18,3373,536.6,3376,534.96,3425,535,2351
539.144695,2532,537.34,3280,536.7,3343,534.93,3394,534,2036
539.0159964,2434,537.49,3304,536.7,3367,534.93,3394,533.5,2054
538.7941973,2698,537.34,3256,536.7,3319,534.93,3394,532.75,2309
539.2788751,2706,537.34,3250,536.6,3346,534.93,3394,532.5,2066
539.0791935,2628,537.43,3249,536.7,3338,534.93,3394,533,2020
538.6157093,2584,537.18,3198,536.6,3297,534.96,3390,532.5,2341
538.7785259,2275,537.18,3248,536.6,3328,534.9,3390,535,2001
538.3460078,2456,536.42,3296,536.03,3311,533.84,3355,535,1972
538.2877303,2573,536.73,3222,536.04,3299,533.84,3355,533,2089
538.3956392,2724,536.42,3277,536,3347,533.84,3355,534,1978
539.2368366,2477,537.34,3242,536.6,3340,533.84,3355,533.5,2016
539.6122927,2399,537.95,3234,537.4,3258,533.84,3355,536,1907
539.0577988,2686,537.64,3261,536.9,3304,533.84,3355,533.6666667,1983
539.2172079,2469,537.7,3216,536.8,3285,533.84,3355,532.5,2216
539.4733332,2480,537.49,3275,537,3323,533.84,3355,532.5,2243
538.7043172,2456,537.18,3224,537,3292,533.84,3355,532.75,1965
539.0986078,2489,537.18,3252,536.6,3331,533.84,3355,533.5,2021
538.4653015,2309,537.21,3191,536.7,3277,533.84,3355,536.5,2206
539.2076875,2440,537.34,3278,536.6,3304,534.71,3354,533,2137
538.8969882,2535,537.03,3211,536.7,3244,533.92,3328,532.6666667,2103
539.0959974,2686,537.34,3230,536.8,3236,533.82,3311,532.5,1874
538.7420857,2575,536.88,3209,536.4,3221,534.2,3291,532.5,1872
538.2935658,2292,536.97,3243,536.4,3267,534.27,3286,536.75,1866
538.6925226,2173,536.88,3104,536.5,3176,534.76,3275,533.25,2256
539.1105683,2276,537.15,3128,536.6,3226,534.86,3270,536.75,2195
539.2492695,2569,537.95,3212,536.5,3236,533.79,3267,536.5,1867
538.7679707,2551,537.15,3141,536.5,3170,533.79,3267,535.5,1819
538.1511598,2324,536.88,3172,536.6,3247,533.79,3267,535,2220
539.6796181,2156,537.79,3109,536.8,3204,533.79,3266,534,1810
538.9307146,2133,537.49,3125,536.8,3180,533.77,3222,532,1979
538.9773162,2425,537.15,3164,536.6,3174,533.77,3222,536.5,2196
538.9498196,2340,537.64,3125,537,3174,533.74,3178,533,2052
539.3652581,2214,537.95,3116,537,3175,533.74,3178,533,1990
538.6379037,2196,537.18,2940,536.6,3035,533.71,3134,532.75,2031
539.0607415,2381,537.18,3018,536.6,3067,533.71,3134,532.5,1939
538.7108855,2434,537.03,2952,536.7,3040,533.71,3134,532.5,2057
538.3610708,2286,536.79,2915,536.4,3007,534.15,3103,532.25,1956
538.1393113,2101,536.21,2990,535.05,3082,533.69,3090,531.75,1747
539.5626707,2377,537.7,3008,536.7,3019,533.69,3090,535.25,1638
539.0492321,2116,537.34,3003,536.8,3012,533.69,3090,533,1651
539.0655772,2416,537.76,3029,536.8,3041,533.69,3090,536,1874
538.6021334,2347,537.24,2996,537.2,3017,533.69,3090,535,1614
539.5416353,2503,537.64,3031,537.2,3076,533.69,3090,535,1966
539.4285703,1985,537.64,2933,537.2,3033,533.69,3090,535,1814
539.1951833,2490,537.55,3005,536.9,3076,533.69,3090,534.5,1678
539.0807676,2363,537.28,3031,536.8,3075,533.69,3090,534.5,1877
538.9335603,2336,537.03,2982,536.6,3026,533.69,3090,534,2051
538.7259315,1942,537.34,2941,536.9,2978,533.66,3046,533,1933
538.3246075,2419,537.03,2994,536.5,3004,533.66,3046,533,1978
538.8498904,2049,537.15,3016,536.4,3044,533.66,3046,532,2042
539.1822167,1940,537.18,2877,536.6,2961,533.66,3046,530.75,1910
538.8603838,2376,537.03,2931,536.6,3008,533.66,3046,530.5,1869
538.4505104,2325,536.88,2975,536.6,3029,533.66,3046,531,1630
538.2513628,2233,536.36,2836,536.06,2931,533.08,3021,531,2001
538.6801453,2054,537.28,2916,536.7,2995,534.91,3016,530,1565
538.8833281,2160,537.03,2866,536.7,2951,533.64,3002,529.5,1784
539.2944176,2079,537.34,2892,536.6,2964,533.64,3002,529,1736
538.940382,2079,537.55,2915,536.8,2931,533.64,3002,529,1863
538.8689509,2345,537.64,2977,536.8,2992,533.64,3002,528,1511
538.6270472,2082,537.18,2966,536.6,2990,533.64,3002,529.5,1538
538.5039897,2155,536.88,2876,536.5,2965,533.64,3002,529.5,1627
537.8366661,2159,536.36,2906,535,2927,533.64,3001,544,1567
